category,text
talk.politics.mideast,"
Is any education a prerequisite for employment at IHR ?
Is it true that IHR really stands for Institution of Hysterical Reviews?
Curious minds would like to know...

Hap
"
talk.politics.mideast,"
Yes it is, as has been evidenced by the previous two stages
of withdrawal from the area and by the reductions in troops.
Currently the troops are kept at a level consistent with light
and armored patrols.  No permanent installations have been
built in the area, nor are any planned.

As to the prodigal ""water question"",  you can continue to waste
your time looking for non-existent proof, or you can accept the
testimony of people here, some Lebanese, who have acknowledged
that they know of no evidence for these allegations.


It depends which of those territories you refer to.
In general, settlers were moved into the territories because
at the time, in the context of the situations, it seemed the
logical move.  This is not to say that views don't change
or that mistakes are not made.  Currently, I would say that
the only ""disputed territory"" that does not appear to be temporary
is that of Eastern and northern Jerusalem.

"
talk.politics.mideast,"Koc) responded to article <1993Apr22.152937.14766@urartu.sdpa.org> dbd@urartu.

[DD]  Problem 1
[DD]
[DD] My father told me the following story. During the famous wars between the 
[DD] Armenians and the Persians, prince Zaurak Kamsarakan performed 
[DD] extraordinary heroic deeds. Three times in a single month he attacked the 
[DD] Persian troops. The first time, he struck down half of the Persian army. 
[DD] The second time, pursuing the Persians, he slaughtered one fourth of the 
[DD] soldiers. The third time, he destroyed one eleventh of the Persian army. 
[DD] The Persians who were still alive, numbering two hundred eighty, fled to 
[DD] Nakhichevan. And so, from this remainder, find how many Persian soldiers 
[DD] there were before the massacre.

[Koc] Answer: a(1-1/2-1/4-1/11)=280 -> a = 1760

Good for you! You win the prize -- a free trip to Karabakh as an Azeri 
soldier! Now, calculate the odds of you coming back after trying to de-populate
the area of Armenians!

[Koc] Corollary: Armenians strike, slaughter, destroy, and massacre. After
[Koc] all, they are not as innocent as the asala network claims.

Fact: I didn't notice any mention of Turks in Shirak, Van, or Trebizon in
      this seventh century story!

Fact: These places were filled with Armenians as of 1915.

Fact: By the end of 1916, after the Turkish genocide of the Armenians, there
      were no Armenians left in Shirak, Van, or Trebizon -- only Turks and
      Kurds! In fact, there were no Pontus Greeks left alive in Trebizon 
      either!

Conclusion: Numbers don't lie in either case!

 "
talk.politics.mideast,"NEWS YOU MAY HAVE MISSED, APR 19, 1993
 
          Not because you were too busy but because
            Israelists in the US media spiked it.
 
                     ................
 
 
                  THOSE INTREPID ISRAELI SOLDIERS
  
 
 Israeli soldiers have sexually taunted Arab women in the occupied Gaza Strip 
 during the three-week-long closure that has sealed Palestinians off from the 
 Jewish state, Palestinian sources said on Sunday.
 
 The incidents occurred in the town of Khan Younis and involved soldiers of
 the Golani Brigade who have been at the centre of house-to-house raids for
 Palestinian activists during the closure, which was imposed on the strip and
 occupied West Bank.
 
 Five days ago girls at the Al-Khansaa secondary said a group of naked
 soldiers taunted them, yelling: ``Come and kiss me.'' When the girls fled, 
 the soldiers threw empty bottles at them.
     
 On Saturday, a group of soldiers opened their shirts and pulled down their
 pants when they saw girls from Al-Khansaa walking home from school. Parents 
 are considering keeping their daughters home from the all-girls school.
     
 The same day, soldiers harassed two passing schoolgirls after a youth
 escaped from them at a boys' secondary school. Deputy Principal Srur 
 Abu-Jamea said they shouted abusive language at the girls, backed them 
 against a wall, and put their arms around them.
 
 When teacher Hamdan Abu-Hajras intervened the soldiers kicked him and beat
 him with the butts of their rifles.
 
 On Tuesday, troops stopped a car driven by Abdel Azzim Qdieh, a practising
 Moslem, and demanded he kiss his female passenger. Qdieh refused, the 
 soldiers hit him and the 18-year-old passenger kissed him to stop the 
 beating.
 
 On Friday, soldiers entered the home of Zamno Abu-Ealyan, 60, blindfolded
 him and his wife, put a music tape on a recorder and demanded they dance. As
 the elderly couple danced, the soldiers slipped away. The coupled continued
 dancing until their grandson came in and asked what was happening.
 
     The army said it was checking the reports.
 
                ....................
 
 
      ISRAELI TROOPS BAR CHRISTIANS FROM JERUSALEM
 
 Israeli troops prevented Christian Arabs from entering Jerusalem on Thursday 
 to celebrate the traditional mass of the Last Supper.
     
 Two Arab priests from the Greek Orthodox church led some 30 worshippers in
 prayer at a checkpoint separating the occupied West Bank from Jerusalem after
 soldiers told them only people with army-issued permits could enter.
 
     ``Right now, our brothers are celebrating mass in the Church of the Holy
 Sepulchre and we were hoping to be able to join them in prayer,'' said Father
 George Makhlouf of the Ramallah Parish.
 
     Israel sealed off the occupied lands two weeks ago after a spate of
 Palestinian attacks against Jews. The closure cut off Arabs in the West Bank
 and Gaza Strip from Jerusalem, their economic, spiritual and cultural centre.
 
    Father Nicola Akel said Christians did not want to suffer the humiliation
 of requesting permits to reach holy sites.
 
     Makhlouf said the closure was discriminatory, allowing Jews free movement
 to take part in recent Passover celebrations while restricting Christian
 celebrations.
 
     ``Yesterday, we saw the Jews celebrate Passover without any interruption.
 But we cannot reach our holiest sites,'' he said.
 
     An Israeli officer interrupted Makhlouf's speech, demanding to see his
 identity card before ordering the crowd to leave.
 
                   ...................
 
              
 
 If you are as revolted at this as I am, drop Israel's best friend email and 
 let him know what you think.
 
 
           75300.3115@compuserve.com (via CompuServe)
           clintonpz@aol.com         (via America Online)
           clinton-hq@campaign92.org (via MCI Mail)
 
 
 Tell 'em ARF sent ya.
 
                  ..................................
 
 If you are tired of ""learning"" about American foreign policy from what is 
 effectively, Israeli controlled media, I highly recommend checking out the 
 Washington Report.  A free sample copy is available by calling the American 
 Education Trust at:
                      (800) 368 5788
 
                  Tell 'em arf sent you."
talk.politics.mideast,"




One of those US cases was John Pollard."
talk.politics.mideast,"
Tell me Tim, what are these guerillas doing wrong? Assuming that they are using
civilians for cover, are they not killing SOLDIERS in THEIR country? If the
buffer zone is to prevent attacks on Israel, is it not working? Why is it 
further neccessary for Israeli guns to pound Lebanese villages? Why not just
kill those who try to infiltrate the buffer zone? You see, there is more to
the shelling of the villages.... it is called RETALIATION... ""GETTING BACK""
...""GETTING EVEN"". It doesn't make sense to shell the villages. The least
it shows is a reckless disregard by the Israeli government for the lives of
civilians.




If Israel is not willing to accept the ""word"" of others then, IMHO, it has
no business wasting others' time coming to the peace talks. 


No, I am not Basil. I think Basil is a very intelligent person and I
respect what he writes. Basil is a person that I would gladly call
a friend. He is, however, not me. Nor am I Lebanese, as some seem to
suspect.
 

Tim, you are ignoring the fact that the Palestinians in Lebanon have been
disarmed. Hezbollah remains the only independent militia. Hezbollah does
not attack Israel except at a few times such as when the IDF burned up
Sheikh Mosavi, his wife, and young son. Of course, if Israel would withdraw
from Lebanon and stop assassinating people and shelling villages they wouldn't
make the Lebanese so mad as to do that. Furthermore, with Hezbollah 
subsequently disarmed, it would not be possible.


Tim, when is the last time that you recall any trouble on the Syrian border?
Not lately, eh?

Israel knows very well that the Syrians are able to restrain ALL who would use
territory under their control to attack Israel. While Lebanon would be better
off with Syria and Israel out of its borders, the presence of Syrian troops
in Lebanon has meant a sharp decrease in attacks on Israeli territory (not on
Israeli troops in Lebanon, however. Please note the distinction) in the
past two years.


I disagree, Basil has always seemed to me to be a cool-headed person, slow
to anger (certainly more so than I). What is most important is that he is an 
actual witness to things from the other end of the Israeli guns. If only the 
Israeli government would remember what it was like when the roles were 
reversed perhaps they would moderate their ""retaliation""."
talk.politics.mideast,"The comparison of the Palestinian situation with the Holocaust
is insulting and completely false.  Any person making such a rude
and false comparison is either ignorant of the Holocaust, or also
ignorant of the situation in the mideast, or is an anti-semite."
talk.politics.mideast,"

Dr. Goebels thought that a lie repeated enough times could finally 
be believed. I have been observing that 'Poly' has been practicing 
Goebels' rule quite loyally. 'Poly's audience is mostly made of Greeks 
who are not allowed to listen to Turkish news. However, in today's 
informed world Greek propagandists can only fool themselves. For 
instance, those who lived in 1974 will remember the TV news they 
watched and the newspapers they read and the younger generation can 
read the American newspapers of July and August 1974 to find out what 
really happened. 

There are in Turkiye the Greek Hospital, The Greek Girls' Lycee 
Alumni Association, the Principo Islands Greek Benevolent Society, 
the Greek Medical Foundation, the Principo Greek Orphanage Foundation, 
the Yovakimion Greek Girls' Lycee Foundation, and the Fener Greek 
Men's Lycee Foundation.  

As for Greece, the longstanding use of the adjective 'Turkish' 
in titles and on signboards is prohibited. The Greek courts 
have ordered the closure of the Turkish Teachers' Association, 
the Komotini Turkish Youth Association and the Ksanti 
Turkish Association on grounds that there are no Turks
in Western Thrace. Such community associations had been 
active until 1984. But they were first told to remove
the word 'Turkish' on their buildings and on their official
papers and then eventually close down. This is also the 
final verdict (November 4, 1987) of the Greek High Court.

In the city of Komotini, a former Greek Parliamentarian of Turkish
parentage, was sentenced recently to 18 months of imprisonment
with no right to appeal, just for saying outloud that he was
of Turkish descent. This duly-elected ethnic Turkish official
was also deprived of his political rights for a period of three 
years. Each one of these barbaric acts seems to be none other than 
a vehicle, used by the Greek governments, to cover-up their inferiority 
complex they display, vis-a-vis, the people of Turkiye. 

The Agreement on the Exchange of Minorities uses the term 'Turks,' 
which demonstrates what is actually meant by the previous reference 
to 'Muslims.' The fact that the Greek governments also mention the 
existence of a few thousand non-Turkish Muslims does not change the 
essential reality that there lives in Western Thrace a much bigger 
Turkish minority. The 'Pomaks' are also a Muslim people, whom all the 
three nations (Bulgarians, Turks, and Greeks) consider as part of 
themselves. Do you know how the Muslim Turkish minority was organized 
according to the agreements? Poor 'Poly.'

It also proves that the Turkish people are trapped in Greece 
and the Greek people are free to settle anywhere in the world.
The Greek authorities deny even the existence of a Turkish
minority. They pursue the same denial in connection with 
the Macedonians of Greece. Talk about oppression. In addition,
in 1980 the 'democratic' Greek Parliament passed Law No. 1091,
virtually taking over the administration of the vakiflar and
other charitable trusts. They have ceased to be self-supporting
religious and cultural entities. Talk about fascism. The Greek 
governments are attempting to appoint the muftus, irrespective
of the will of the Turkish minority, as state official. Although
the Orthodox Church has full authority in similar matters in
Greece, the Muslim Turkish minority will have no say in electing
its religious leaders. Talk about democracy.

The government of Greece has recently destroyed an Islamic 
convention in Komotini. Such destruction, which reflects an 
attitude against the Muslim Turkish cultural heritage, is a 
violation of the Lausanne Convention as well as the 'so-called' 
Greek Constitution, which is supposed to guarantee the protection 
of historical monuments. 

The government of Greece, on the other hand, is building new 
churches in remote villages as a complementary step toward 
Hellenizing the region.

And you pondered. Sidiropoulos, the president of the Macedonian Human 
Rights Committee, became the latest victim of a tactic long used by 
the Greeks to silence critics of policies of forced assimilation 
of the Macedonian minority. A forestry official by occupation, 
Sidiropoulos has been sent to 'internal exile' on the island of 
Kefalonia, hundreds of kilometers away from his native Florina. 
His employer, the Florina City Council, asked him to depart in 
24 hours. The Greek authorities are trying to punish him for his 
involvement in Copenhagen. He returned to Florina by his own choice 
and remains without a job. 

Helsinki Watch, a well-known Human Rights group, had been investigating 
the plight of the Turkish Minority in Greece. In August 1990, their 
findings were published in a report titled 

 'Destroying Ethnic Identity: Turks of Greece.'

The report confirmed gross violations of the Human Rights of the 
Turkish minority by the Greek authorities. It says for instance, 
the Greek government recently destroyed an Islamic convent in 
Komotini. Such destruction, which reflects an attitude against 
the Muslim Turkish cultural heritage, is a violation of the 
Lausanne Convention. 

The Turkish cemeteries in the village of Vafeika and in Pinarlik
were attacked, and tombstones were broken. The cemetery in
Karotas was razed by bulldozers.

Shall I go on? Why not? The people of Turkiye are not going 
to take human rights lessons from the Greek Government. The 
discussion of human rights violations in Greece does not 
stop at the Greek frontier. In several following articles 
I shall dwell on and expose the Greek treatment of Turks
in Western Thrace and the Aegean Macedonians.

It has been reported that the Greek Cypriot administration 
has an intense desire for arms and that Greece has made 
plans to supply it with the tanks and armored vehicles it 
has to destroy in accordance with the agreement reached on 
conventional arms reductions in Europe. Meanwhile, Greek 
and Greek Cypriot officials are reported to have planned 
to take ostentatious measures aimed at camouflaging the 
transfer of these tanks and armored vehicles to southern 
Cyprus, a process that will conflict with the spirit of 
the agreement on conventional arms reduction in Europe.

An acceptable method may certainly be found when there
is a will. But we know of various kinds of violent
behaviors ranging from physical attacks to the burning
of buildings. The rugs at the Amfia village mosque were 
dragged out to the front of the building and burnt there. 
Shots were fired on the mosque in the village of Aryana.

Now wait, there is more.

  'Greek Atrocities in the Vilayet of Smyrna (May to July 1919), Inedited
  Documents and Evidence of English and French Officers,' Published by
  The Permanent Bureau of the Turkish Congress at Lausanne, Lausanne,
  Imprimerie Petter, Giesser & Held, Caroline, 5 (1919).

  pages 82-83:

<< 1. The train going from Denizli to Smyrna was stopped at Ephesus
   and the 90 Turkish travellers, men and women who were in it ordered
   to descend. And there in the open street, under the eyes of their
   husbands, fathers and brothers, the women without distinction of age
   were violated, and then all the travellers were massacred. Amongst
   the latter the Lieutenant Salih Effendi, a native of Tripoli, and a
   captain whose name is not known, and to whom the Hellenic authorities
   had given safe conduct, were killed with specially atrocious tortures.

   2. Before the battle, the wife of the lawyer Enver Bey coming from
   her garden was maltreated by Greek soldiers, she was even stript
   of her garments and her servant Assie was violated.

   3. The two tax gatherers Mustapha and Ali Effendi were killed in the
   following manner: Their arms were bound behind their backs with wire
   and their heads were battered and burst open with blows from the butt
   end of a gun.

   4. During the firing of the town, eleven children, six little girls
   and five boys, fleeing from the flames, were stopped by Greek soldiers
   in the Ramazan Pacha quarter, and thrown into a burning Jewish house
   near bridge, where they were burnt alive. This fact is confirmed on oath
   by the retired commandant Hussein Hussni Effendi who saw it.

   5. The clock-maker Ahmed Effendi and his son Sadi were arrested and
   dragged out of their shop. The son had his eyes put out and was then
   killed in the court of the Greek Church, but Ahmed Effendi has been
   no more heard of.

   6. At the market, during the fire, two unknown people were wounded
   by bayonets, then bound together, thrown into the fire and burnt alive.

   The Greeks killed also many Jews. These are the names of some:

  Moussa Malki, shoemaker          killed
  Bohor Levy, tailor               killed
  Bohor Israel, cobbler            killed
  Isaac Calvo, shoemaker           killed
  David Aroguete                   killed
  Moussa Lerosse                   killed
  Gioia Katan                      killed
  Meryem Malki                     killed
  Soultan Gharib                   killed
  Isaac Sabah                      wounded
  Moche Fahmi                      wounded
  David Sabah                      wounded
  Moise Bensignor                  killed
  Sarah Bendi                      killed
  Jacob Jaffe                      wounded
  Aslan Halegna                    wounded....>>

Serdar Argic"
talk.politics.mideast,"

Troglodytism does not necessarily imply a low cultural level.
The image-conscious Armenians sorely feel a missing glory in 
their background. Armenians have never achieved statehood and 
independence, they have always been subservient, and engaged 
in undermining schemes against their rulers. They committed 
genocide against the Muslim populations of Eastern Anatolia 
and Armenian Dictatorship before and during World War I and 
fully participated in the extermination of the European Jewry 
during World War II. Belligerence, genocide, back-stabbing, 
rebelliousness and disloyalty have been the hallmarks of the 
Armenian history. To obliterate these episodes the Armenians 
engaged in tailoring history to suit their whims. In this zeal 
they tried to cover up the cold-blooded genocide of 2.5 million 
Turks and Kurds before and during World War I.

And, you don't pull nations out of a hat.


Source: Walker, Christopher: ""Armenia: The Survival of a Nation.""
        New York (St. Martin's Press), 1980.

This generally pro-Armenian work contains the following information
of direct relevance to the Nazi Holocaust: 

a) Dro (the butcher), the former Dictator of the Armenian Dictatorship and
the architect of the Genocide of 2.5 million Turks and Kurds, the most 
respected of Nazi Armenian leaders, established an Armenian Provisional 
Republic in Berlin during World War II; 

b) this 'provisional government' fully endorsed and espoused the social 
theories of the Nazis, declared themselves and all Armenians to be members 
of the Aryan 'Super-Race;' 

c) they published an Anti-Semitic, racist journal, thereby aligning themselves 
with the Nazis and their efforts to exterminate the Jews; and, 

d) they mobilized an Armenian Army of up to 20,000 members which fought side 
by side with the Wehrmacht.


Serdar Argic"
talk.politics.mideast,"Israel - Happy 45th Birthday!

"
talk.politics.mideast,"Mr. water-head,
i never said that israel diverted lebanese rivers, in fact i said that
israel went into southern lebanon to  make sure that no 
water is being used on the lebanese
side, so that all water would run into Jordan river where there
israel will use it  !#$%^%&&*-head."
talk.politics.mideast,
talk.politics.mideast,
talk.politics.mideast,"

There are many neutral human rights organizations which always report
on the situation in the O.T.  But, as most people used to see on TV, the
Israelis do not allow them to go deep there in the O.T.  The Israelis 
used to arrest and sometimes to kill some of these neutral reporters.  
So, this is another kind of terrorism committed by the Jews in Palestine.
They do not allow fair and neutral coverage of the situation in Palestine.
"
talk.politics.mideast,"



Then you must be living in an alternate universe. Where were they?

                An Appeal to Mankind

During the last three years Azerbaijan and its multinational
population are vainly fighting for justice within the limits of
the Soviet Union. All humanitarian, constitutional human rights
guaranteed by the UN Charter, Universal Declaration of Human
Rights, Helsinki Agreements, Human Problems International Forums,
documents signed by the Soviet Union - all of them are violated.

The USSR's President, government bodies do not defend Azerbaijan
though they are all empowered to take necessary measures to
guarantee life and peace.

The 140,000 strong army of Armenian terrorists with Moscow's
tacit consent wages an undeclared war of annihilation against
Azerbaijan. As a result, a part of Azerbaijan has been occupied
and annexed, hundreds of people killed, thousands wounded.

Some 200,000 Azerbaijanis have been brutally and inhumanly
deported from the Armenian SSR, their historical homeland.
Together with them 64,000 Russians and 22,000 Kurds have also
been driven out, a part of them now settled in Azerbaijan.
Some 40,000 Turkish-Meskhetians, Lezghins and representatives 
of other Caucasian nationalities who escaped from the Central
Asia where the President and government bodies did not guarantee
them the life and peace also suffered from these deportations.

One of the scandalous vandalisms directed not only against
Azerbaijan science but the world civilization as well is the
Armenian extremists' destruction of the Karabakh scientific
experimental base of The Institute of Genetics and Selection 
of the Academy of Sciences of the Azerbaijan SSR.

We beg you for humanitarian help and political assistance,
for the honour and dignity of 7 million Azerbaijanis are
violated, its territory, culture  and history are trampled,
its people are shot. There is persistent negative image of
Azerbaijanians abroad, and this defamation is spread over 
the whole world by Soviet mass media, Armenian lobby in the
USSR and the United States. 

One of the myths is that all events allegedly involves and
generated by interethnic collisions and religious intolerance
while the truth is that all these shootings and recent 
events stem from the territorial claims of Armenia on
Azerbaijan.

It is a well documented fact that before the conflict there
were no frictions between Armenians and Azerbaijanis on the
issue of Karabakh. Hundreds and thousands Armenians placidly
and calmly lived and worked in Azerbaijan land, had their
representatives in all government bodies of the Azerbaijan
SSR.

We are for a united, indivisible, sovereign Azerbaijan, we 
are for a common Caucasian home proclaimed in 1918 by one
of the founding fathers of the Azerbaijan Democratic 
Republic - Muhammed Emin Rasulzade.

But all these goals and expectations are trampled upon the
Soviet leadership in favour of the Armenian expansionists
encouraged by Moscow and intended to create a new '1,000
Year Reich' - the 'Great Armenia' - by annexing the 
neighboring lands.

The world public opinion shed tears to save the whales,
suffers for penguins dying out in the Antarctic Continent.

But what about the lives of seven million human beings?
If these people are Muslims, does it mean that they are
less valuable? Can people be discriminated by their 
colour of skin or religion, by their residence or other
attributes?

All people are brothers, and we appeal to our brothers
for help and understanding. This is not the first appeal
of Azerbaijan to the world public opinion. Our previous
appeals were unheard. However, we still carry the hope
that the truth beyond the Russian and Armenian propaganda
will one day reveal the extent of our suffering and
stimulate at least as much help and compassion for
Azerbaijan as tendered to whales and penguins.

		THE COMMITTEE FOR PEOPLE'S HELP TO 
                KARABAKH (OF THE) ACADEMY OF SCIENCES 
                OF THE AZERBAIJAN SSR


But perhaps Turkiye should intervene in the affairs of the Caucasus
in the name of peace and democracy. The Armenians are Christians, the
Azerbaijanis are Moslems, and Islam is a religion especially unloved
by the democrat-westernizers. Besides, at the root of this conflict
lie the territorial claims on Azerbaijan, a consequence of which
were the blood and suffering of innocent Azeri people, hundreds of
thousands of refugees, and gross violations of human rights. 

Recently Armenians attacked the Azeri town of Khojaly and massacred
thousands of Azeris. The Paris-based 'Association for Democracy and
Human Rights in Azerbaijan' puts the number of Khojali victims
at 3,145. Some of the dead were scalped and mutilated. This whole
thing has now gone entirely too far.


They already did. The scenario and genocide staged by the Armenians 
78 years ago in the Ottoman Empire is being reenacted again - this 
time in Azerbaijan. There are remarkable similarities between the 
plots, the perpetrators, and the underdogs. 

Report taken from The New York Times, Tuesday, March 3, 1992

                    MASSACRE BY ARMENIANS BEING REPORTED

     Agdam,Azerbaijan,March 2 (Reuters) - Fresh evidence emerged today 
of a massacre of civilians by Armenian militants in Nagorno-Karabakh, 
a predominantly Armenian enclave of Azerbaijan.
     The republic of Armenia reiterated denials that its militants had killed
1,000 people in the Azerbaijani populated town of Khojaly last week and 
massacred men, women and children fleeing the carnage across snow-covered
mountain passes.
     But dozen of bodies scattered over the area lent credence to Azerbaijani
reports of a massacre.

                         Scalping Reported
     Azerbaijani officials and journalists who flew briefly to the region
by helicopter brought back three dead children with the back of their
heads blown off. They said shooting by Armenians has prevented them 
from retrieving more bodies.
     ""Women and children have been scalped,"" said Assad Faradshev, an aide
to Nagorno-Karabakh's Azerbaijani Governor. ""When we began to pick up bodies,
they began firing at us.""
are lying there like flocks of sheep. Even the fascists did nothing like this.""
                         
                         Truckloads of Bodies
     Near Agdam on the outskirts of Nagorno-Karabakh, a Reuters photographer,
Frederique Lengaigne, said she had seen two trucks filled with Azerbaijani
bodies.
     ""In the first one I counted 35, and it looked as though there were as
many in the second,"" she said. ""Some had their head cut off, and many had
been burned. They were all men, and a few had been wearing khaki uniforms.

Serdar Argic"
